"id","PlayerName","DraftAge","Country","Height","Weight","Position","DraftYear","Overall","CSS_rank","rs_GP","rs_G","rs_A","rs_P","rs_PIM","rs_PlusMinus","po_GP","po_G","po_A","po_P","po_PIM","po_PlusMinus","sum_7yr_GP","sum_7yr_TOI"
"8,467,545",Michael Ryder,18,CAN,73,200,R,"1,998",216,,69,34,28,62,41,0,10,4,2,6,4,0,81,"1,296"
"8,467,550",David Moravec,25,CZE,72,180,R,"1,998",218,,57,38,27,65,30,0,11,6,9,15,8,0,1,15
"8,467,553",Michael Farrell,20,USA,72,220,R,"1,998",220,,33,5,8,13,32,0,,,,,,,13,61
"8,467,557",Martin Cibak,18,SVK,73,203,C,"1,998",252,47,70,32,24,56,10,0,,,,,,,89,767
"8,467,558",Bruno St. Jacques,18,CAN,74,210,D,"1,998",253,,63,1,11,12,140,0,,,,,,,66,927
"8,467,564",Matt Hussey,19,USA,74,212,C,"1,998",254,,26,26,23,49,20,0,,,,,,,3,41
"8,467,565",John Pohl,19,USA,73,196,C,"1,998",255,,38,35,80,115,28,0,,,,,,,1,8
"8,467,594",Jeff MacMillan,20,CAN,75,210,D,"1,999",215,,65,3,18,21,109,0,15,3,6,9,28,0,4,33
"8,467,875",Daniel Sedin,19,SWE,73,190,L,"1,999",2,1,65,26,27,53,24,0,13,4,8,12,14,0,397,"5,407"
"8,467,876",Henrik Sedin,19,SWE,74,183,C,"1,999",3,2,63,15,28,43,46,0,13,2,8,10,6,0,400,"5,699"
"8,467,877",Pavel Brendl,18,CZE,73,204,R,"1,999",4,2,68,73,61,134,40,0,20,21,25,46,18,0,78,910
"8,467,878",Tim Connolly,18,USA,73,190,C,"1,999",5,4,52,35,34,69,58,0,,,,,,,388,"6,764"
"8,467,880",Kris Beech,18,CAN,75,211,C,"1,999",7,7,72,26,47,73,105,0,10,1,10,11,10,0,109,"1,397"
"8,467,881",Taylor Pyatt,18,CAN,76,230,L,"1,999",8,8,68,37,38,75,95,0,4,0,4,4,6,0,308,"4,143"
"8,467,882",Jamie Lundmark,18,CAN,72,197,C,"1,999",9,3,70,40,51,91,121,0,11,5,4,9,24,0,164,"2,036"
"8,467,883",Branislav Mezei,19,SVK,76,235,D,"1,999",10,9,70,5,19,24,106,0,22,0,5,5,37,0,138,"2,131"
"8,467,884",Oleg Saprykin,18,RUS,73,190,L,"1,999",11,10,66,47,46,93,107,0,11,5,11,16,36,0,254,"3,295"
"8,467,885",Denis Shvidki,19,UKR,74,210,R,"1,999",12,5,68,36,63,99,8,0,12,7,9,16,2,0,76,895
"8,467,886",Jani Rita,18,FIN,73,206,L,"1,999",13,5,64,12,15,27,47,0,6,1,1,2,8,0,66,574
"8,467,887",Jeff Jillson,19,USA,75,215,D,"1,999",14,11,44,5,19,24,77,0,,,,,,,140,"2,237"
"8,467,889",David Tanabe,19,USA,73,212,D,"1,999",16,27,41,10,13,23,48,0,,,,,,,371,"6,967"
"8,467,890",Barret Jackman,18,CAN,72,203,D,"1,999",17,15,73,9,37,46,259,0,,,,,,,161,"3,117"
"8,467,891",Konstantin Koltsov,18,BLR,72,218,L,"1,999",18,9,63,13,10,23,62,0,1,0,0,0,2,0,144,"2,079"
"8,467,892",Kirill Safronov,18,RUS,74,215,D,"1,999",19,6,56,3,6,9,62,0,,,,,,,35,530
"8,467,893",Barrett Heisten,19,USA,73,200,L,"1,999",20,14,40,14,20,34,80,0,,,,,,,10,76
"8,467,896",Steve McCarthy,18,CAN,73,210,D,"1,999",23,13,60,19,34,53,79,0,6,0,5,5,8,0,201,"3,125"
"8,467,898",Mikhail Kuleshov,18,RUS,75,220,L,"1,999",25,8,50,11,10,21,54,0,3,0,0,0,4,0,3,34
"8,467,899",Martin Havlat,18,CZE,74,210,R,"1,999",26,3,61,32,30,62,12,0,8,0,0,0,0,0,298,"4,632"
"8,467,901",Kristian Kudroc,18,SVK,79,255,D,"1,999",28,17,24,0,4,4,23,0,,,,,,,26,232
"8,467,902",Michal Sivek,18,CZE,75,213,C,"1,999",29,7,48,8,13,21,50,0,,,,,,,38,497
"8,467,903",Luke Sellars,18,CAN,73,210,D,"1,999",30,21,60,5,19,24,93,0,13,2,2,4,13,0,1,3
"8,467,904",Charlie Stephens,20,CAN,76,225,C,"2,001",196,,67,38,38,76,53,-1,4,0,2,2,2,0,8,48
"8,467,905",Michael Ryan,19,USA,73,188,C,"1,999",32,38,21,20,24,44,22,0,,,,,,,0,0
"8,467,906",Jonas Andersson,18,SWE,75,204,R,"1,999",33,33,45,8,13,21,24,0,,,,,,,5,46
"8,467,907",Ross Lupaschuk,18,CAN,73,218,D,"1,999",34,28,67,8,20,28,127,0,14,4,9,13,16,0,3,49
"8,467,908",Milan Bartovic,18,SVK,71,197,R,"1,999",35,20,53,41,37,78,68,0,6,9,3,12,10,0,50,538
"8,467,909",Alexei Semenov,18,RUS,78,245,D,"1,999",36,75,47,0,4,4,48,0,2,0,0,0,4,0,119,"2,019"
"8,467,910",Nolan Yonkman,18,CAN,78,247,D,"1,999",37,31,61,1,6,7,129,0,6,0,0,0,6,0,50,457
"8,467,914",Tony Salmelainen,18,FIN,69,185,L,"1,999",41,13,43,29,24,53,79,0,2,1,2,3,12,0,13,125
"8,467,915",Mike Commodore,20,CAN,76,227,D,"1,999",42,24,39,5,8,13,154,0,,,,,,,147,"2,090"
"8,467,917",Jordan Leopold,19,USA,73,206,D,"1,999",44,16,45,7,17,24,20,0,,,,,,,214,"4,667"
"8,467,918",Martin Grenier,19,CAN,77,245,D,"1,999",45,22,60,7,18,25,479,0,13,0,4,4,29,0,15,97
"8,467,920",Sheldon Keefe,19,CAN,71,185,R,"1,999",47,26,66,51,65,116,140,0,10,5,5,10,31,0,125,"1,278"
"8,467,922",Brett Lysak,19,CAN,72,190,C,"1,999",49,12,61,39,49,88,84,0,,,,,,,2,7
"8,467,924",Matt Murley,20,USA,74,206,L,"1,999",51,23,36,17,32,49,32,0,,,,,,,59,682
"8,467,925",Adam Hall,19,USA,74,212,R,"1,999",52,45,42,16,8,24,76,0,,,,,,,234,"3,671"
"8,467,926",Brad Ralph,19,CAN,74,198,L,"1,999",53,33,67,31,44,75,93,0,14,7,7,14,10,0,1,5
"8,467,927",Andrew Hutchinson,19,USA,74,195,D,"1,999",54,40,37,3,12,15,26,0,,,,,,,54,674
"8,467,928",Doug Janik,19,USA,74,211,D,"1,999",55,17,41,4,13,17,46,0,,,,,,,10,80
"8,467,931",Matt Carkner,19,CAN,77,229,D,"1,999",58,25,60,2,16,18,173,0,5,0,0,0,20,0,1,6
"8,467,937",Michael Zigomanis,20,CAN,72,200,C,"2,001",46,,59,42,39,81,44,21,,,,,,,167,"2,068"
"8,467,939",Dan Jancevski,18,CAN,75,222,D,"1,999",66,43,68,2,12,14,115,0,25,1,7,8,24,0,2,18
"8,467,941",Zdenek Blatny,18,CZE,73,195,L,"1,999",68,36,44,18,15,33,25,0,11,4,0,4,24,0,25,235
"8,467,943",Niklas Hagman,20,FIN,70,205,L,"1,999",70,48,52,9,17,26,61,0,4,1,0,1,0,0,317,"4,295"
"8,467,944",Jason Jaspers,18,CAN,71,207,C,"1,999",71,61,68,28,33,61,81,0,4,2,1,3,13,0,9,81
"8,467,949",Frantisek Kaberle,26,CZE,72,190,D,"1,999",76,,57,18,21,39,4,0,13,2,5,7,8,0,386,"8,232"
"8,467,951",Mattias Weinhandl,19,SWE,72,195,R,"1,999",78,19,44,20,23,43,32,0,5,4,3,7,4,0,170,"1,952"
"8,467,956",Niclas Havelid,26,SWE,72,200,D,"1,999",83,,50,10,12,22,42,0,8,0,4,4,10,0,392,"8,503"
"8,467,957",Brad Fast,19,CAN,72,185,D,"1,999",84,191,59,27,46,73,0,0,,,,,,,1,21
"8,467,958",Peter Smrek,20,SVK,73,205,D,"1,999",85,86,58,6,27,33,63,0,14,2,7,9,8,0,28,429
"8,467,961",Jimmie Olvestad,19,SWE,73,194,L,"1,999",88,65,50,3,5,8,24,0,4,0,0,0,8,0,111,"1,422"
"8,467,962",Kyle Wanvig,20,CAN,74,210,R,"2,001",36,,73,57,50,107,206,46,26,12,16,28,51,0,75,783
"8,467,964",Mike Comrie,19,CAN,70,185,C,"1,999",91,34,42,19,25,44,38,0,,,,,,,321,"5,184"
"8,467,966",Branko Radivojevic,19,SVK,72,208,R,"1,999",93,68,68,20,38,58,61,0,21,7,17,24,18,0,238,"3,159"
"8,467,967",Chris Kelly,19,CAN,72,190,C,"1,999",94,35,68,36,41,77,60,0,25,9,17,26,22,0,86,"1,048"
"8,467,969",Mathias Tjarnqvist,20,SWE,74,196,L,"1,999",96,,40,19,20,39,48,0,5,4,1,5,4,0,51,444
"8,467,974",Juraj Kolnik,19,SVK,71,195,R,"1,999",101,90,62,42,42,84,40,0,11,9,6,15,6,0,176,"2,418"
"8,467,977",Brian McGrattan,18,CAN,76,235,R,"1,999",104,85,59,8,13,21,168,0,4,0,0,0,8,0,60,253
"8,467,988",Ryan Malone,20,USA,76,224,L,"1,999",115,62,51,14,22,36,81,0,12,2,4,6,23,0,158,"2,922"
"8,468,000",Kaspars Astashenko,24,LVA,73,206,D,"1,999",127,,76,3,12,15,170,0,3,0,2,2,6,0,23,237
"8,468,001",Derek MacKenzie,18,CAN,71,181,C,"1,999",128,41,68,22,65,87,74,0,4,2,4,6,2,0,24,166
"8,468,003",Justin Mapletoft,18,CAN,73,202,C,"1,999",130,53,72,24,22,46,81,0,,,,,,,38,301
"8,468,005",Roman Tvrdon,18,SVK,73,197,C,"1,999",132,68,56,24,27,51,24,0,6,4,4,8,4,0,9,96
"8,468,025",Jordan Krestanovich,18,CAN,72,170,L,"1,999",152,113,62,6,13,19,10,0,20,3,8,11,4,0,22,211
"8,468,028",Niko Dimitrakos,20,USA,71,193,R,"1,999",155,156,35,8,19,27,33,0,,,,,,,153,"1,946"
"8,468,035",Timo Helbling,18,CHE,75,224,D,"1,999",162,47,79,6,10,16,159,0,6,1,3,4,35,0,9,93
"8,468,036",Bjorn Melin,18,SWE,73,205,R,"1,999",163,39,33,13,9,22,52,0,,,,,,,0,0
"8,468,047",Damian Surma,18,USA,70,200,L,"1,999",174,,65,17,15,32,62,0,11,3,6,9,15,0,2,16
"8,468,055",Fedor Fedorov,20,RUS,76,240,L,"2,001",66,,67,33,45,78,88,25,12,4,6,10,36,0,18,181
"8,468,056",Riku Hahl,19,FIN,73,205,C,"1,999",183,46,41,0,3,3,8,0,10,0,3,3,2,0,92,"1,015"
"8,468,064",Martin Erat,18,CZE,72,196,R,"1,999",191,23,46,21,25,46,14,0,,,,,,,263,"3,717"
"8,468,081",Vaclav Pletka,20,CZE,71,182,L,"1,999",208,56,26,17,6,23,26,0,10,2,1,3,0,0,1,12
"8,468,082",Layne Ulmer,19,CAN,72,193,C,"1,999",209,60,72,40,35,75,34,0,6,2,1,3,4,0,1,9
"8,468,083",Henrik Zetterberg,19,SWE,72,197,L,"1,999",210,41,37,15,13,28,2,0,4,2,1,3,2,0,217,"3,859"
"8,468,085",Radim Vrbata,18,CZE,73,194,R,"1,999",212,48,54,22,38,60,16,0,23,6,13,19,6,0,269,"3,868"
"8,468,086",Alexandre Giroux,18,CAN,75,208,L,"1,999",213,108,67,15,22,37,124,0,22,2,2,4,8,0,1,3
"8,468,090",Garnet Exelby,18,CAN,73,215,D,"1,999",217,82,61,5,3,8,91,0,,,,,,,161,"2,832"
"8,468,094",Colin Hemingway,19,CAN,72,170,L,"1,999",221,,59,40,64,104,52,0,,,,,,,3,22
"8,468,095",George Parros,20,USA,77,224,R,"1,999",222,186,54,30,20,50,126,0,,,,,,,55,271
"8,468,101",Radek Martinek,23,CZE,72,205,D,"1,999",228,,52,12,13,25,50,0,3,0,2,2,0,0,210,"3,587"
"8,468,103",Petr Tenkrat,22,CZE,72,201,R,"1,999",230,,50,21,14,35,32,0,,,,,,,113,"1,390"
"8,468,105",Alexander Khavanov,27,RUS,74,205,D,"1,999",232,,51,2,8,10,22,0,22,1,5,6,39,0,348,"6,741"
"8,468,107",Goran Bezina,19,HRV,74,225,D,"1,999",234,,72,12,7,19,80,0,4,0,0,0,2,0,3,16
"8,468,112",Pierre Hedin,21,SWE,73,198,D,"1,999",239,,41,6,5,11,28,0,13,1,1,2,12,0,3,58
"8,468,113",Jeff Finger,20,USA,73,209,D,"1,999",240,149,54,11,28,39,199,0,6,0,3,3,14,0,0,0
"8,468,114",Douglas Murray,19,SWE,75,240,D,"1,999",241,112,60,17,47,64,62,0,,,,,,,34,471
"8,468,118",Tommi Santala,20,FIN,75,210,C,"1,999",245,77,61,20,26,46,34,0,12,1,3,4,22,0,33,334
"8,468,120",Mikko Eloranta,27,FIN,72,190,L,"1,999",247,,62,20,23,43,109,0,10,1,6,7,26,0,264,"3,132"
"8,468,121",Darren Haydar,20,CAN,69,170,R,"1,999",248,142,41,31,30,61,34,0,,,,,,,2,18
"8,468,123",Noah Clarke,20,USA,69,190,L,"1,999",250,,52,31,32,63,47,0,13,8,2,10,16,0,7,56
"8,468,130",Hannes Hyvonen,24,FIN,74,200,R,"1,999",257,,52,23,18,41,74,0,4,2,1,3,2,0,42,395
"8,468,161",Brandon Reid,19,CAN,69,180,C,"2,000",208,75,75,51,88,139,14,0,16,10,14,24,4,0,13,131
"8,468,309",Mark Streit,27,CHE,71,191,D,"2,004",262,,55,13,25,38,80,0,13,5,2,7,14,0,361,"7,155"
"8,468,482",Dany Heatley,19,DEU,75,212,L,"2,000",2,1,49,32,32,64,36,0,,,,,,,354,"7,393"
"8,468,483",Marian Gaborik,18,SVK,73,205,R,"2,000",3,4,63,34,24,58,46,0,5,1,2,3,2,0,408,"7,139"
"8,468,484",Rostislav Klesla,18,CZE,75,215,D,"2,000",4,2,67,16,29,45,174,0,6,1,1,2,21,0,328,"6,584"
"8,468,485",Raffi Torres,19,CAN,72,215,L,"2,000",5,6,68,43,48,91,40,0,6,5,2,7,23,0,275,"3,518"
"8,468,486",Scott Hartnell,18,CAN,74,215,L,"2,000",6,3,62,27,55,82,124,0,6,3,2,5,6,0,436,"6,612"
"8,468,487",Lars Jonsson,18,SWE,73,198,D,"2,000",7,11,45,16,22,38,56,0,2,0,0,0,0,0,8,99
"8,468,488",Nikita Alexeev,19,RUS,78,227,R,"2,000",8,7,64,24,29,53,42,0,13,4,3,7,6,0,159,"1,993"
"8,468,490",Mikhail Yakubov,18,RUS,75,202,C,"2,000",10,2,36,16,26,42,18,0,,,,,,,53,634
"8,468,491",Pavel Vorobiev,18,KAZ,72,194,R,"2,000",11,1,58,24,22,46,36,0,10,2,2,4,0,0,57,788
"8,468,492",Alexei Smirnov,18,RUS,75,215,L,"2,000",12,3,54,11,12,23,74,0,,,,,,,52,446
"8,468,493",Ron Hainsey,19,USA,75,210,D,"2,000",13,9,37,4,9,13,24,0,,,,,,,167,"3,215"
"8,468,494",Vaclav Nedorost,18,CZE,73,190,C,"2,000",14,6,65,16,15,31,16,0,3,0,0,0,0,0,99,"1,065"
"8,468,496",Marcel Hossa,19,SVK,75,220,L,"2,000",16,20,67,24,30,54,66,0,,,,,,,187,"2,294"
"8,468,497",Alexei Mikhnov,18,UKR,77,200,L,"2,000",17,19,53,24,17,41,10,0,,,,,,,2,14
"8,468,498",Brooks Orpik,20,USA,75,219,D,"2,000",18,4,45,2,10,12,108,0,,,,,,,219,"3,932"
"8,468,499",Krys Kolanos,19,CAN,74,195,C,"2,000",19,27,42,16,16,32,48,0,,,,,,,115,"1,476"
"8,468,500",Alex Frolov,18,RUS,74,210,L,"2,000",20,7,52,38,22,60,52,0,,,,,,,307,"5,429"
"8,468,501",Anton Volchenkov,18,RUS,73,220,D,"2,000",21,10,42,3,10,13,52,0,,,,,,,229,"4,145"
"8,468,502",David Hale,19,USA,73,222,D,"2,000",22,25,54,6,18,24,187,0,5,0,2,2,6,0,157,"2,024"
"8,468,503",Nathan Smith,18,CAN,74,206,C,"2,000",23,13,70,21,28,49,72,0,12,1,6,7,4,0,4,31
"8,468,504",Brad Boyes,18,CAN,72,199,R,"2,000",24,5,71,36,49,85,42,0,13,6,8,14,10,0,164,"2,632"
"8,468,505",Steve Ott,18,CAN,72,193,C,"2,000",25,12,66,23,39,62,131,0,12,3,5,8,21,0,200,"2,124"
"8,468,506",Brian Sutherby,18,CAN,74,208,C,"2,000",26,8,47,18,17,35,102,0,4,1,1,2,12,0,254,"3,047"
"8,468,507",Martin Samuelsson,18,SWE,74,197,L,"2,000",27,9,31,15,13,28,28,0,2,1,0,1,2,0,14,128
"8,468,508",Justin Williams,19,CAN,73,188,R,"2,000",28,19,68,37,46,83,46,0,23,14,16,30,10,0,422,"7,301"
"8,468,509",Niklas Kronwall,19,SWE,72,194,D,"2,000",29,26,44,6,5,11,26,0,8,0,0,0,8,0,115,"2,235"
"8,468,510",Jeff Taffe,19,USA,75,207,L,"2,000",30,10,46,11,14,25,24,0,,,,,,,100,"1,148"
"8,468,512",Tomas Kurka,19,CZE,71,190,L,"2,000",32,16,64,36,28,64,37,0,17,7,6,13,6,0,17,236
"8,468,513",Nick Schultz,18,CAN,73,203,D,"2,000",33,68,75,11,34,45,38,0,6,0,3,3,2,0,367,"6,902"
"8,468,515",Brad Winchester,19,USA,77,230,L,"2,000",35,36,40,9,9,18,54,0,,,,,,,78,592
"8,468,517",Andy Hilbert,19,USA,70,188,L,"2,000",37,29,42,18,16,34,39,0,,,,,,,166,"1,934"
"8,468,518",Tomas Kopecky,18,SVK,75,210,R,"2,000",38,,74,11,15,26,64,0,5,0,0,0,0,0,27,199
"8,468,520",Kurtis Foster,19,CAN,77,225,D,"2,000",40,26,68,6,18,24,116,0,5,1,2,3,4,0,120,"2,182"
"8,468,523",Matt Pettinger,20,CAN,73,205,L,"2,000",43,24,53,20,12,32,94,0,11,2,6,8,30,0,278,"3,658"
"8,468,526",Jarret Stoll,20,CAN,73,216,C,"2,002",36,,58,34,43,77,68,8,26,6,19,25,35,0,360,"6,126"
"8,468,527",Jared Aulin,18,CAN,72,192,C,"2,000",47,39,57,17,38,55,70,0,4,0,1,1,6,0,17,169
"8,468,529",Jonas Nordqvist,18,SWE,75,202,C,"2,000",49,,46,17,30,47,32,0,6,3,5,8,2,0,3,42
"8,468,531",Kris Vernarsky,18,USA,75,207,C,"2,000",51,21,64,16,22,38,63,0,19,3,6,9,24,0,17,164
"8,468,532",Shane Endicott,19,CAN,75,209,C,"2,000",52,11,70,23,32,55,62,0,7,1,6,7,6,0,45,514
"8,468,534",Andreas Lilja,25,SWE,75,220,D,"2,000",54,,49,8,11,19,88,0,6,0,0,0,8,0,319,"5,716"
"8,468,535",Antoine Vermette,18,CAN,73,198,C,"2,000",55,15,71,30,41,71,87,0,6,0,1,1,6,0,216,"2,922"
"8,468,536",Aleksander Suglobov,18,RUS,72,200,R,"2,000",56,,38,23,10,33,0,0,,,,,,,18,148
"8,468,539",Ivan Huml,19,CZE,74,200,L,"2,000",59,56,49,53,51,104,72,0,,,,,,,49,604
"8,468,541",Jakub Cutta,19,CZE,75,214,D,"2,000",61,30,71,2,12,14,114,0,12,0,2,2,24,0,8,109
"8,468,542",Paul Martin,19,USA,73,200,D,"2,000",62,18,24,15,35,50,26,0,,,,,,,232,"5,365"
"8,468,544",Filip Novak,18,CZE,72,203,D,"2,000",64,33,47,7,32,39,70,0,7,1,4,5,5,0,17,164
"8,468,545",David Morisset,19,CAN,73,191,R,"2,000",65,40,60,23,34,57,69,0,7,3,4,7,12,0,4,45
"8,468,548",Joel Lundqvist,18,SWE,73,194,C,"2,000",68,36,35,12,17,29,8,0,6,2,3,5,2,0,36,408
"8,468,553",Sergei Zinovjev,20,RUS,70,185,C,"2,000",73,,40,5,7,12,24,0,,,,,,,10,98
"8,468,554",Igor Radulov,18,RUS,73,186,L,"2,000",74,65,31,17,16,33,0,0,,,,,,,43,546
"8,468,558",Jozef Balej,18,SVK,72,195,R,"2,000",78,34,71,22,28,50,37,0,,,,,,,18,229
"8,468,560",Ryan Bayda,20,CAN,71,185,L,"2,000",80,58,44,17,23,40,30,0,,,,,,,78,990
"8,468,561",Alexandre Kharitonov,24,RUS,68,170,R,"2,000",81,,41,16,23,39,28,0,17,8,4,12,10,0,71,789
"8,468,566",Yanick Lehoux,18,CAN,73,200,C,"2,000",86,35,67,31,61,92,14,0,6,1,2,3,2,0,10,117
"8,468,568",Kurt Sauer,19,USA,76,222,D,"2,000",88,43,71,3,12,15,48,0,15,2,1,3,8,0,234,"3,975"
"8,468,569",Libor Pivko,20,CZE,74,192,L,"2,000",89,55,52,13,16,29,49,0,4,3,4,7,0,0,1,7
"8,468,575",Dominic Moore,20,CAN,72,192,C,"2,000",95,48,30,12,24,28,16,0,,,,,,,156,"1,941"
"8,468,577",Niclas Wallin,25,SWE,75,220,D,"2,000",97,,53,8,10,18,83,0,11,2,1,3,14,0,340,"5,558"
"8,468,578",Jonas Ronnqvist,27,SWE,74,200,R,"2,000",98,,56,15,27,42,42,0,8,3,3,6,4,0,38,403
"8,468,584",Jon Disalvatore,19,USA,73,200,R,"2,000",104,47,38,15,12,27,12,0,,,,,,,5,42
"8,468,597",Olli Malmivaara,18,FIN,79,230,D,"2,000",117,39,48,10,10,20,32,0,13,0,2,2,4,0,0,0
"8,468,598",Lubomir Visnovsky,24,SVK,70,192,D,"2,000",118,,61,21,30,51,40,0,8,5,3,8,16,0,417,"8,587"
"8,468,599",Brian Fahey,19,USA,73,216,D,"2,000",119,63,41,6,11,17,42,0,,,,,,,0,0
"8,468,604",Michel Ouellet,18,CAN,73,193,R,"2,000",124,70,72,36,53,89,38,0,14,4,5,9,14,0,123,"1,673"
"8,468,611",Matt Hendricks,19,USA,72,209,L,"2,000",131,54,21,23,30,53,28,0,,,,,,,0,0
"8,468,612",Maxim Sushinsky,26,RUS,69,180,R,"2,000",132,,43,22,25,47,58,0,8,2,5,7,6,0,30,420
"8,468,613",Petteri Nummelin,28,FIN,70,188,D,"2,000",133,,49,17,27,44,20,0,5,0,3,3,0,0,112,"2,084"
"8,468,615",Michael Danton,20,CAN,69,191,C,"2,000",135,,63,35,54,89,216,0,30,8,17,25,120,0,87,979
"8,468,617",Mike Stuart,20,USA,72,195,D,"2,000",137,209,39,2,5,7,28,0,,,,,,,3,32
"8,468,626",David Koci,19,CZE,78,238,L,"2,000",146,73,47,0,6,6,124,0,,,,,,,9,43
"8,468,634",Matt Koalska,20,USA,72,205,C,"2,000",154,121,57,24,34,58,19,0,13,5,5,10,4,0,3,17
"8,468,635",Travis Moen,18,CAN,74,215,L,"2,000",155,113,66,9,6,15,96,0,5,1,1,2,2,0,203,"2,542"
"8,468,636",Greg Zanon,20,CAN,71,201,D,"2,000",156,200,42,3,26,29,56,0,,,,,,,70,"1,212"
"8,468,639",John-Michael Liles,20,USA,70,185,D,"2,000",159,103,40,8,20,28,26,0,,,,,,,232,"4,059"
"8,468,647",Craig Weller,19,CAN,76,220,R,"2,000",167,185,53,3,14,17,100,0,4,0,0,0,4,0,0,0
"8,468,650",Erik Reitz,18,USA,73,222,D,"2,000",170,127,68,2,11,13,89,0,30,0,6,6,48,0,6,77
"8,468,654",Jarno Kultanen,27,FIN,74,198,D,"2,000",174,,51,8,10,18,82,0,11,0,0,0,8,0,102,"1,720"
"8,468,656",Jukka Hentunen,26,FIN,70,190,R,"2,000",176,,62,20,31,51,88,0,8,4,2,6,12,0,38,440
"8,468,660",Darcy Hordichuk,20,CAN,73,215,L,"2,000",180,,63,6,8,14,269,0,11,4,2,6,43,0,257,"1,528"
"8,468,670",Josh Olson,19,USA,75,236,L,"2,000",190,76,61,8,12,20,81,0,4,0,0,0,4,0,5,41
"8,468,674",Deryk Engelland,18,CAN,74,214,D,"2,000",194,115,55,0,5,5,62,0,4,0,0,0,0,0,0,0
"8,468,682",Ryan Caldwell,19,CAN,74,174,D,"2,000",202,106,46,3,20,23,152,0,,,,,,,2,33
"8,468,694",Peter Bartos,27,SVK,72,185,L,"2,000",214,,61,26,26,52,26,0,3,0,1,1,6,0,13,180
"8,468,695",Matthew Lombardi,20,CAN,71,195,C,"2,002",90,,72,59,80,139,74,24,28,19,25,44,22,0,366,"5,880"
"8,468,700",Paul Gaustad,18,USA,77,227,C,"2,000",220,,56,6,8,14,110,0,,,,,,,133,"1,670"
"8,468,704",Antti Miettinen,20,FIN,72,190,R,"2,000",224,,77,30,55,85,38,0,9,2,6,8,2,0,169,"2,172"
"8,468,707",Guillaume Lefebvre,19,CAN,73,200,L,"2,000",227,190,71,33,40,73,121,0,11,4,0,4,25,0,38,443
"8,468,712",Lubomir Sekeras,32,SVK,72,183,D,"2,000",232,,59,9,28,37,42,0,4,0,2,2,2,0,213,"4,455"
"8,468,714",Janis Sprukts,18,LVA,75,235,C,"2,000",234,,45,11,11,22,22,0,3,0,0,0,0,0,13,82
"8,468,717",Zdenek Kutlak,20,CZE,75,210,D,"2,000",237,74,50,7,3,10,30,0,3,0,0,0,2,0,16,205
"8,468,726",Chad Wiseman,19,CAN,73,205,L,"2,000",246,,68,23,45,68,53,0,,,,,,,9,81
"8,468,732",Darryl Bootland,19,CAN,73,197,R,"2,000",252,90,65,24,30,54,166,0,,,,,,,28,159
"8,468,738",Sean McMorrow,18,CAN,76,224,R,"2,000",258,182,62,0,2,2,142,0,4,0,0,0,12,0,1,1
"8,468,743",Thomas Ziegler,22,CHE,71,176,C,"2,000",263,,60,9,9,18,24,0,9,1,5,6,16,0,5,25
"8,468,745",Jean-Philippe Cote,18,CAN,74,216,D,"2,000",265,170,62,0,14,14,36,0,4,0,1,1,4,0,8,88
"8,468,747",Tomi Pettinen,23,FIN,75,220,D,"2,000",267,,51,1,6,7,84,0,3,1,2,3,2,0,24,329
"8,468,748",Pavel Kolarik,28,CZE,73,207,D,"2,000",268,,52,5,3,8,38,0,,,,,,,23,176
"8,468,750",Micki Dupont,20,CAN,70,186,D,"2,000",270,,71,26,62,88,156,0,11,2,4,6,17,0,21,338
"8,468,751",Reto Von Arx,24,CHE,70,179,L,"2,000",271,,52,20,28,48,72,0,5,2,0,2,10,0,19,217
"8,468,753",Roman Simicek,29,CZE,74,210,C,"2,000",273,,23,10,17,27,50,0,8,2,4,6,10,0,63,709
"8,468,766",Andrej Nedorost,20,SVK,73,199,L,"2,000",286,,66,7,5,12,44,0,,,,,,,28,318
"8,468,770",Simon Gamache,19,CAN,70,186,L,"2,000",290,,72,64,79,143,74,0,,,,,,,37,390
"8,469,454",Ilya Kovalchuk,18,RUS,75,230,R,"2,001",1,1,53,43,24,67,141,0,12,14,4,18,38,0,466,"9,905"
"8,469,455",Jason Spezza,18,CAN,75,210,C,"2,001",2,1,63,46,76,122,45,0,9,4,5,9,10,0,322,"5,714"
"8,469,456",Alexander Svitov,19,RUS,75,228,C,"2,001",3,2,52,11,8,19,214,0,14,2,1,3,34,0,179,"2,063"
"8,469,457",Stephen Weiss,18,CAN,71,190,C,"2,001",4,3,62,40,47,87,45,0,18,7,16,23,10,0,323,"5,289"
"8,469,458",Stanislav Chistov,18,RUS,70,193,R,"2,001",5,3,43,18,15,33,14,0,5,0,0,0,2,0,196,"2,282"
"8,469,459",Mikko Koivu,18,FIN,75,215,C,"2,001",6,4,60,11,43,54,42,0,10,3,11,14,8,0,203,"3,472"
"8,469,460",Mike Komisarek,19,USA,76,235,D,"2,001",7,4,48,4,12,16,77,0,,,,,,,295,"5,108"
"8,469,462",Tuomo Ruutu,18,FIN,72,200,L,"2,001",9,5,56,13,14,27,98,0,5,0,0,0,4,0,245,"4,020"
"8,469,464",Fredrik Sjostrom,18,SWE,73,218,L,"2,001",11,9,55,10,14,24,38,0,9,1,2,3,8,0,279,"3,595"
"8,469,465",Dan Hamhuis,19,CAN,73,200,D,"2,001",12,2,69,13,48,61,133,0,6,2,3,5,15,0,323,"7,163"
